rank,artist_names,track_name,streams,week_date,artist_type
81,Lyodra,Pesan Terakhir,177454,2026-04-02,
82,Insomniacks,Sempurna,175498,2026-04-02,
83,"Naykilla, Tenxi, Jemsii",Kasih Aba Aba,175375,2026-04-02,
84,"Tenxi, Naykilla, Jemsii",Garam & Madu (Sakit Dadaku),171748,2026-04-02,
85,Bruno Mars,Just the Way You Are,171621,2026-04-02,
86,Gigi Perez,Sailor Song,171506,2026-04-02,
87,"Maroon 5, Wiz Khalifa",Payphone,170055,2026-04-02,
88,"Aisha Retno, Aziz Harun",Ketipak Ketipung Raya,169426,2026-04-02,
89,Batas Senja,Nanti Kita Seperti Ini,168483,2026-04-02,
90,Mahalini,Bawa Dia Kembali,165032,2026-04-02,
91,"Tenxi, Jemsii",Bintang 5,164750,2026-04-02,
92,Lana Del Rey,Cinnamon Girl,164610,2026-04-02,
93,Mimifly,Serumpun,164321,2026-04-02,
94,Jay Chou,那天下雨了,163430,2026-04-02,
95,Iklim,Bukan Ku Tak Sudi,162989,2026-04-02,
96,"Zizan Razak, Kaka Azraff",Bawaku Pergi,162230,2026-04-02,
97,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),161730,2026-04-02,
98,Kerispatih,Tapi Bukan Aku,161407,2026-04-02,
99,Seventeen,Untuk Mencintaimu,161191,2026-04-02,
100,Insomniacks,Pulang,160996,2026-04-02,
101,Sheila On 7,Dan...,160866,2026-04-02,
102,Charlie Puth,Attention,159645,2026-04-02,
103,Luqman Faiz,Kepuraanmu,159437,2026-04-02,
104,SAMSONS,Kenangan Terindah,159383,2026-04-02,
105,Rahmat,Siapa Di Hatimu,158873,2026-04-02,
106,Arctic Monkeys,I Wanna Be Yours,158755,2026-04-02,
107,Daniel Caesar,Always,158425,2026-04-02,
108,Insomniacks,Reminisensi,157032,2026-04-02,
109,The Marías,No One Noticed,153813,2026-04-02,
110,Bruno Mars,I Just Might,153632,2026-04-02,
111,"The Weeknd, Daft Punk",Starboy,153430,2026-04-02,
112,Rombongan Bodonk Koplo,Kasih Tau Mama (Malam Minggu),153411,2026-04-02,
113,Andmesh,Anugerah Terindah,152111,2026-04-02,
114,Bruno Mars,Versace on the Floor,151771,2026-04-02,
115,Hindia,everything u are,150735,2026-04-02,
116,Taylor Swift,Opalite,150414,2026-04-02,
117,Hindia,Rumah Ke Rumah,149799,2026-04-02,
118,The 1975,About You,148885,2026-04-02,
119,Sufian Suhaimi,Di Matamu,148655,2026-04-02,
120,Hyper Act,Harapan,148281,2026-04-02,
121,Hazama,Relakan Jiwa,147754,2026-04-02,
122,Cakra Khan,Kekasih Bayangan,146205,2026-04-02,
123,Ara Johari,Menjaga Jodoh Orang Lain,146160,2026-04-02,
124,Nadin Amizah,Di Akhir Perang,145596,2026-04-02,
125,SZA,Nobody Gets Me,144988,2026-04-02,
126,"Sean Kingston, Justin Bieber",Eenie Meenie,144708,2026-04-02,
127,Nabila Razali,Raya Mana?,143908,2026-04-02,
128,d4vd,Here With Me,143735,2026-04-02,
129,"Suara Kayu, Feby Putri",Kembali Pulang,143454,2026-04-02,
130,SZA,Snooze,143141,2026-04-02,
131,IamNeeta,Sakit,142574,2026-04-02,
132,"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),142456,2026-04-02,
133,Raim Laode,Komang,142040,2026-04-02,
134,For Revenge,Serana,141866,2026-04-02,
135,Cigarettes After Sex,Cry,141618,2026-04-02,
136,The Lantis,Bunga Maaf,141050,2026-04-02,
137,Joji,SLOW DANCING IN THE DARK,140935,2026-04-02,
138,New West,Those Eyes,140151,2026-04-02,
139,De Fam,Alamak Raya Lagi!,139889,2026-04-02,
140,Batas Senja,Kita Usahakan Lagi,139797,2026-04-02,
141,Sofaz,Dan Bila Esok,139497,2026-04-02,
142,"Kendrick Lamar, SZA",luther (with sza),139329,2026-04-02,
143,LNGSHOT,Moonwalkin',139098,2026-04-02,
144,The Weeknd,Die For You,139053,2026-04-02,
145,dia,EEEE A,138889,2026-04-02,
146,Anuar Zain,Sedetik Lebih,138525,2026-04-02,
147,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",138488,2026-04-02,
148,Screen,Bila Cinta Di Dusta,138362,2026-04-02,
149,LNGSHOT,Never Let Go,138246,2026-04-02,
150,Noh Salleh,Rahsia Tuhan,137817,2026-04-02,
151,Andra & The Backbone,Sempurna,137406,2026-04-02,
152,"Rizky Febian, Adrian Khalif",Alamak,137325,2026-04-02,
153,ILLIT,NOT CUTE ANYMORE,137168,2026-04-02,
154,Sabrina Carpenter,Manchild,137154,2026-04-02,
155,Anuar & Ellina,Suasana Di Hari Raya,137022,2026-04-02,
156,"Justin Bieber, Chance the Rapper",Confident,136861,2026-04-02,
157,"Feby Putri, Fiersa Besari",Runtuh,136602,2026-04-02,
158,James Arthur,Car's Outside,136263,2026-04-02,
159,Noah,Separuh Aku,136248,2026-04-02,
160,Keane,Somewhere Only We Know,135469,2026-04-02,
161,"Rombongan Bodonk Koplo, Ncum",Calon Mantu Idaman (feat. Ncum),135346,2026-04-02,
162,Budak Kacamata,Bintang,135070,2026-04-02,
163,Dayang Nurfaizah,Senyum Gugur Di Penghujung Doa,134757,2026-04-02,
164,Hyper Act,Takkan Pergi,134551,2026-04-02,
165,Marcell,Firasat,134535,2026-04-02,
166,Olivia Dean,Man I Need,134325,2026-04-02,
167,Coldplay,Yellow,133883,2026-04-02,
168,Black,Sofea Jane,133651,2026-04-02,
169,Iman Troye,Pejam Celik Hari Raya,133580,2026-04-02,
170,RAYE,WHERE IS MY HUSBAND!,133532,2026-04-02,
171,"ROSÉ, Bruno Mars",APT.,132715,2026-04-02,
172,Harry Styles,Sign of the Times,132284,2026-04-02,
173,Kerispatih,Mengenangmu,131940,2026-04-02,
174,Ed Sheeran,Photograph,131918,2026-04-02,
175,Drama Band,Biarkanlah,131349,2026-04-02,
176,"DJ Snake, Justin Bieber",Let Me Love You,131313,2026-04-02,
177,Justin Bieber,Ghost,130988,2026-04-02,
178,Raim Laode,Bersenja Gurau,130564,2026-04-02,
179,Cup of Joe,Multo,130159,2026-04-02,
180,Afgan,Jodoh Pasti Bertemu,130129,2026-04-02,
181,Gracie Abrams,That’s So True,130036,2026-04-02,
182,ROSÉ,number one girl,129953,2026-04-02,
183,Taylor Swift,Style,129787,2026-04-02,
184,"Ariana Grande, The Weeknd",Love Me Harder,129700,2026-04-02,
185,"Sai Abhyankkar, Shruti Haasan, Vivek","Pavazha Malli - From ""Think Indie""",129539,2026-04-02,
186,Olivia Rodrigo,traitor,129508,2026-04-02,
187,"Zynakal, Zamir Harith, Mojack Hafiz, Bel Janni",Dalam Diam,129446,2026-04-02,
188,Anuar Zain,Andainya Takdir,127926,2026-04-02,
189,Jinbara,Kasihnya Laila,127775,2026-04-02,
190,Mega,Bayangan Gurauan,127486,2026-04-02,
191,"Iman Troye, Asslahierah",Jemput Jemput Raya,127336,2026-04-02,
192,Coldplay,Sparks,126937,2026-04-02,
193,Fabio Asher,Rumah Singgah,126730,2026-04-02,
194,Slam,Tak Mungkin Berpaling,125416,2026-04-02,
195,The Goo Goo Dolls,Iris,125299,2026-04-02,
196,Malcolm Todd,Sweet Boy,125107,2026-04-02,
197,Ruth B.,Dandelions,124592,2026-04-02,
198,Joji,Glimpse of Us,124526,2026-04-02,
199,BLACKPINK,GO,123879,2026-04-02,
200,Ariana Grande,One Last Time,123769,2026-04-02,
1,Aisha Retno,Jodoh Lebaran,1024431,2026-03-26,
2,Bruno Mars,Risk It All,906526,2026-03-26,
3,BTS,SWIM,692238,2026-03-26,
4,Nadhif Basalamah,kota ini tak sama tanpamu,535118,2026-03-26,
5,Piche Kota,Bahagia Lagi,534950,2026-03-26,
6,Anuar & Ellina,Suasana Di Hari Raya,502516,2026-03-26,
7,BTS,Body to Body,470514,2026-03-26,
8,"Daiyan Trisha, Alfie Zumi",Jom Raya,436300,2026-03-26,
9,Sufian Suhaimi,Kasih Lebaran,435757,2026-03-26,
10,Idgitaf,Sedia Aku Sebelum Hujan,426531,2026-03-26,
11,"Amira Othman, Irfan Haris",Bincang Raya,423392,2026-03-26,
12,Nadhif Basalamah,bergema sampai selamanya,421873,2026-03-26,
13,"Uji Rashid, Hail Amir",Seloka Hari Raya,399663,2026-03-26,
14,"Aisha Retno, Aziz Harun",Ketipak Ketipung Raya,397175,2026-03-26,
15,Nabila Razali,Raya Mana?,384033,2026-03-26,
16,Mimifly,Serumpun,374540,2026-03-26,
17,Dayangku Intan,Senandung Hari Raya Untukmu,370253,2026-03-26,
18,Iman Troye,Pejam Celik Hari Raya,368234,2026-03-26,
19,Dato' Sri Siti Nurhaliza,Sesuci Lebaran,359698,2026-03-26,
20,BTS,Hooligan,349297,2026-03-26,
21,BTS,NORMAL,346472,2026-03-26,
22,SIENNA SPIRO,Die On This Hill,344700,2026-03-26,
23,De Fam,Alamak Raya Lagi!,344340,2026-03-26,
24,Sal Priadi,Ada titik-titik di ujung doa,344182,2026-03-26,
25,M. Nasir,Satu Hari Di Hari Raya,333922,2026-03-26,
26,BTS,FYA,326910,2026-03-26,
27,Rahimah Rahim,Selamat Berhari Raya,320968,2026-03-26,
28,DOLLA,Raya Raya Raya,314599,2026-03-26,
29,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,312526,2026-03-26,
30,"dia, INDAHKUS",MALU MALU,312306,2026-03-26,
31,Dato' DJ Dave,Menjelang Hari Raya,312284,2026-03-26,
32,sombr,back to friends,311433,2026-03-26,
33,Naykilla,SO ASU,310369,2026-03-26,
34,BTS,Aliens,306154,2026-03-26,
35,Puan Sri Saloma,Selamat Hari Raya,303942,2026-03-26,
36,BTS,Like Animals,303245,2026-03-26,
37,Datuk Sharifah Aini,Suasana Hari Raya,302398,2026-03-26,
38,BTS,2,292312,2026-03-26,
39,BTS,Merry Go Round,291599,2026-03-26,
40,"Zizan Razak, Wani Kayrie, Dinda Dania, MissAlvy",Nyam Nyam Ketupat,287962,2026-03-26,
41,Dato' Sudirman,Balik Kampung,285058,2026-03-26,
42,Nuca,"Masa ini, Nanti, dan Masa Indah Lainnya",284810,2026-03-26,
43,Taylor Swift,The Fate of Ophelia,284731,2026-03-26,
44,"Dave, Tems",Raindance (feat. Tems),278660,2026-03-26,
45,BTS,they don’t know ’bout us,277533,2026-03-26,
46,Azlina Aziz,Indahnya Beraya Di Desa,273973,2026-03-26,
47,"Hael Husaini, Nadeera",Meriah Lain Macam,271445,2026-03-26,
48,Olivia Dean,So Easy (To Fall In Love),271019,2026-03-26,
49,BTS,One More Night,262578,2026-03-26,
50,Billie Eilish,WILDFLOWER,261909,2026-03-26,
51,Mamat,Ku Pohon Restu Ayah & Ibu,261424,2026-03-26,
52,BTS,Please,254767,2026-03-26,
53,Djo,End of Beginning,245264,2026-03-26,
54,Dato' Sri Siti Nurhaliza,Nazam Lebaran,243685,2026-03-26,
55,"Dato' Sri Aliff Syukri, Datin Sri Nur Shahida, Qadeejah, Ammar Ahyan",Mama Papa Raya,243454,2026-03-26,
56,Nadhif Basalamah,penjaga hati,242318,2026-03-26,
57,Ravyn Lenae,Love Me Not,241920,2026-03-26,
58,"Lady Gaga, Bruno Mars",Die With A Smile,239187,2026-03-26,
59,BTS,No. 29,236433,2026-03-26,
60,BTS,Into the Sun,235185,2026-03-26,
61,Alpha,P Ramlee Saloma,233032,2026-03-26,
62,Dominic Fike,Babydoll,231682,2026-03-26,
63,"Silet Open Up, Jacson Seran, Juan Reza, Diva Aurel",TABOLA BALE,229561,2026-03-26,
64,"IamNeeta, Najwa Latif, Mimie Haris, Deanna Hussin",Hari Raya,229458,2026-03-26,
65,Noorkumalasari,Pulang Di Hari Raya,228242,2026-03-26,
66,"Nadhif Basalamah, Aziz Harun, Aisha Retno",kota ini tak sama tanpamu (with Aziz Harun & Aisha Retno),223902,2026-03-26,
67,"Iman Troye, Dato' Sri Aliff Syukri",Raya ya ya,223565,2026-03-26,
68,Nyanyian Ramai,Warna Warni Aidilfitri,221971,2026-03-26,
69,Hyper Act,Hanya Aku,219874,2026-03-26,
70,Billie Eilish,BIRDS OF A FEATHER,219722,2026-03-26,
71,Daniel Caesar,Who Knows,216620,2026-03-26,
72,Aina Abdul,Berkunjung Di Hari Raya,210308,2026-03-26,
73,Bruno Mars,It Will Rain,208503,2026-03-26,
74,Hearts2Hearts,RUDE!,207844,2026-03-26,
75,"Tenxi, Suisei, Jemsii",mejikuhibiniu,207150,2026-03-26,
76,She & Him,I Thought I Saw Your Face Today,206810,2026-03-26,
77,KATSEYE,Gabriela,204959,2026-03-26,
78,"Fourtwnty, Charita Utami",Mangu,204729,2026-03-26,
79,Dayang Nurfaizah,Senyum Gugur Di Penghujung Doa,204528,2026-03-26,
80,Cenderawasih,Bersama Di Hari Raya,203795,2026-03-26,
81,The Script,The Man Who Can't Be Moved,201568,2026-03-26,
82,Datuk Ahmad Jais,Selamat Hari Raya,197179,2026-03-26,
83,"Akbar Chalay, Zynakal, ciloqciliq",Ngga Dulu,196561,2026-03-26,
84,JENNIE,like JENNIE,196415,2026-03-26,
85,Junainah M.Amin,Suasana Riang Di Hari Raya,194160,2026-03-26,
86,ALYPH,Ingat,193750,2026-03-26,
87,"Iman Troye, Asslahierah",Jemput Jemput Raya,192972,2026-03-26,
88,Dato' Sudirman,Dari Jauh Kupohon Maaf,190764,2026-03-26,
89,Dato' Sri Siti Nurhaliza,Air Mata Syawal,189922,2026-03-26,
90,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,188659,2026-03-26,
91,Hafiz Suip,Bahagiamu Deritaku,188585,2026-03-26,
92,Aman Shah,Kepulangan Yang Di Nanti,188052,2026-03-26,
93,Black Dog Bone,Cahaya Aidilfitri,187810,2026-03-26,
94,"dia, Tenxi",SENCY,187457,2026-03-26,
95,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",186066,2026-03-26,
96,De Fam,Pok Pek Raya,185264,2026-03-26,
97,"Naykilla, Tenxi, Jemsii",Kasih Aba Aba,183757,2026-03-26,
98,Sanisah Huri,Aidilfitri,180244,2026-03-26,
99,Dato' Sri Siti Nurhaliza,Anugerah Aidilfitri,179831,2026-03-26,
100,Bruno Mars,Talking to the Moon,178265,2026-03-26,
101,Khairil Johari Johar,Sepasang Kurung Biru,177474,2026-03-26,
102,Hael Husaini,Bersyukur Seadanya,176668,2026-03-26,
103,"Tenxi, Naykilla, Jemsii",Garam & Madu (Sakit Dadaku),176310,2026-03-26,
104,Madison Beer,bittersweet,176190,2026-03-26,
105,"Tenxi, Jemsii",Bintang 5,176062,2026-03-26,
106,Bruno Mars,That's What I Like,175187,2026-03-26,
107,Natasya Sabella,Menerima Luka,174389,2026-03-26,
108,Pamungkas,Monolog,172776,2026-03-26,
109,Bruno Mars,When I Was Your Man,171721,2026-03-26,
110,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),170762,2026-03-26,
111,Bruno Mars,Locked out of Heaven,168692,2026-03-26,
112,Rafeah Buang,Bila Takbir Bergema,168132,2026-03-26,
113,Raim Laode,Lesung Pipi,167226,2026-03-26,
114,Anggis Devaki,Dirimu Yang Dulu,164376,2026-03-26,
115,Mojo,Romancinta,161468,2026-03-26,
116,Gigi Perez,Sailor Song,160228,2026-03-26,
117,Alyah,Sesal Separuh Nyawa,159455,2026-03-26,
118,One Direction,Night Changes,157208,2026-03-26,
119,D’MASIV,Cinta Ini Membunuhku,156883,2026-03-26,
120,Insomniacks,Sempurna,156278,2026-03-26,
121,Ariana Grande,we can't be friends (wait for your love),155541,2026-03-26,
122,Insomniacks,Pulang,155061,2026-03-26,
123,Katy Perry,The One That Got Away,154819,2026-03-26,
124,Aishah,Pulanglah,153049,2026-03-26,
125,"Hael Husaini, DOLLA",Suara Lebaran Kita,152226,2026-03-26,
126,Aufahanie,Si Dara Raya,150886,2026-03-26,
127,Batas Senja,Nanti Kita Seperti Ini,150876,2026-03-26,
128,Seventeen,Untuk Mencintaimu,150067,2026-03-26,
129,Adira Suhaimi,Sayang Orang Sama,149513,2026-03-26,
130,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),149443,2026-03-26,
131,"Maroon 5, Wiz Khalifa",Payphone,149336,2026-03-26,
132,Kerispatih,Tapi Bukan Aku,149067,2026-03-26,
133,Arctic Monkeys,I Wanna Be Yours,148528,2026-03-26,
134,The Marías,No One Noticed,148091,2026-03-26,
135,M. Nasir,Salam Dunia,148021,2026-03-26,
136,"Tame Impala, JENNIE",Dracula - JENNIE Remix,147377,2026-03-26,
137,Tan Sri P. Ramlee,Dendang Perantau,146860,2026-03-26,
138,Bruno Mars,Just the Way You Are,146200,2026-03-26,
139,"Zizan Razak, Kaka Azraff",Bawaku Pergi,145785,2026-03-26,
140,Bunkface,Anugerah Syawal,145017,2026-03-26,
141,Sheila On 7,Dan...,144416,2026-03-26,
142,Rombongan Bodonk Koplo,Kasih Tau Mama (Malam Minggu),142993,2026-03-26,
143,ILLIT,NOT CUTE ANYMORE,142359,2026-03-26,
144,Insomniacks,Reminisensi,141717,2026-03-26,
145,Lana Del Rey,Cinnamon Girl,141336,2026-03-26,
146,Andmesh,Anugerah Terindah,141064,2026-03-26,
147,Bruno Mars,I Just Might,140979,2026-03-26,
148,Taylor Swift,Opalite,140911,2026-03-26,
149,"Faizal Tahir, Senariounion",Bila Lagi Nak Jumpa,140510,2026-03-26,
150,dia,EEEE A,140318,2026-03-26,
151,Iklim,Bukan Ku Tak Sudi,140131,2026-03-26,
152,Charlie Puth,Attention,139246,2026-03-26,
153,Dato' Sri Siti Nurhaliza,Bila Hari Raya Menjelma,138763,2026-03-26,
154,Ifan Seventeen,Jangan Paksa Rindu - Beda,138463,2026-03-26,
155,Sanisah Huri,Bersabarlah Sayang,138437,2026-03-26,
156,BLACKPINK,GO,137531,2026-03-26,
157,Lyodra,Pesan Terakhir,137319,2026-03-26,
158,Bruno Mars,Versace on the Floor,134959,2026-03-26,
159,SAMSONS,Kenangan Terindah,134915,2026-03-26,
160,LNGSHOT,Moonwalkin',134851,2026-03-26,
161,Hindia,everything u are,133386,2026-03-26,
162,"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),133223,2026-03-26,
163,Andra & The Backbone,Sempurna,132946,2026-03-26,
164,"The Weeknd, Daft Punk",Starboy,132930,2026-03-26,
165,Hyper Act,Takkan Pergi,132616,2026-03-26,
166,Joji,SLOW DANCING IN THE DARK,132572,2026-03-26,
167,Hindia,Rumah Ke Rumah,132562,2026-03-26,
168,d4vd,Here With Me,131901,2026-03-26,
169,The 1975,About You,131398,2026-03-26,
170,Mahalini,Bawa Dia Kembali,130599,2026-03-26,
171,Daniel Caesar,Always,129671,2026-03-26,
172,Sabrina Carpenter,Manchild,129094,2026-03-26,
173,Budak Kacamata,Bintang,128473,2026-03-26,
174,Sufian Suhaimi,Di Matamu,126943,2026-03-26,
175,SZA,Snooze,126879,2026-03-26,
176,LNGSHOT,Never Let Go,126642,2026-03-26,
177,Olivia Dean,Man I Need,126277,2026-03-26,
178,"Justin Bieber, Chance the Rapper",Confident,125495,2026-03-26,
179,"ROSÉ, Bruno Mars",APT.,125450,2026-03-26,
180,Noh Salleh,Rahsia Tuhan,125090,2026-03-26,
181,"Rizky Febian, Adrian Khalif",Alamak,125069,2026-03-26,
182,"Suara Kayu, Feby Putri",Kembali Pulang,125058,2026-03-26,
183,Raim Laode,Komang,125051,2026-03-26,
184,Batas Senja,Kita Usahakan Lagi,124819,2026-03-26,
185,"Sai Abhyankkar, Shruti Haasan, Vivek","Pavazha Malli - From ""Think Indie""",124108,2026-03-26,
186,Fazidah Joned,Selamat Hari Raya,123708,2026-03-26,
187,"Rombongan Bodonk Koplo, Ncum",Calon Mantu Idaman (feat. Ncum),123653,2026-03-26,
188,Coldplay,Yellow,122465,2026-03-26,
189,"Sean Kingston, Justin Bieber",Eenie Meenie,122101,2026-03-26,
190,Datuk Sharifah Aini,Nostalgia Aidilfitri,121739,2026-03-26,
191,Cigarettes After Sex,Cry,121715,2026-03-26,
192,Ed Sheeran,Photograph,121705,2026-03-26,
193,The Weeknd,Die For You,121672,2026-03-26,
194,For Revenge,Serana,121596,2026-03-26,
195,The Goo Goo Dolls,Iris,121586,2026-03-26,
196,New West,Those Eyes,121464,2026-03-26,
197,"Nabila Razali, Nabil Ahmad",Tak Sabar Nak Raya (feat. Nabil Ahmad),121287,2026-03-26,
198,"Kendrick Lamar, SZA",luther (with sza),121065,2026-03-26,
199,Cup of Joe,Multo,120852,2026-03-26,
200,Hazama,Relakan Jiwa,120846,2026-03-26,
1,Bruno Mars,Risk It All,1257134,2026-03-19,
2,Aisha Retno,Jodoh Lebaran,964975,2026-03-19,
3,Nadhif Basalamah,kota ini tak sama tanpamu,627824,2026-03-19,
4,Piche Kota,Bahagia Lagi,606810,2026-03-19,
5,Anuar & Ellina,Suasana Di Hari Raya,545862,2026-03-19,
6,Idgitaf,Sedia Aku Sebelum Hujan,510873,2026-03-19,
7,Nadhif Basalamah,bergema sampai selamanya,501279,2026-03-19,
8,SIENNA SPIRO,Die On This Hill,452907,2026-03-19,
9,"Uji Rashid, Hail Amir",Seloka Hari Raya,452813,2026-03-19,
10,Sufian Suhaimi,Kasih Lebaran,448271,2026-03-19,
11,Dato' Sri Siti Nurhaliza,Sesuci Lebaran,447077,2026-03-19,
12,Dayangku Intan,Senandung Hari Raya Untukmu,409740,2026-03-19,
13,M. Nasir,Satu Hari Di Hari Raya,405767,2026-03-19,
14,Iman Troye,Pejam Celik Hari Raya,401272,2026-03-19,
15,Mimifly,Serumpun,396698,2026-03-19,
16,Sal Priadi,Ada titik-titik di ujung doa,388577,2026-03-19,
17,Rahimah Rahim,Selamat Berhari Raya,386712,2026-03-19,
18,Nabila Razali,Raya Mana?,382977,2026-03-19,
19,"Aisha Retno, Aziz Harun",Ketipak Ketipung Raya,381042,2026-03-19,
20,sombr,back to friends,378262,2026-03-19,
21,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,372571,2026-03-19,
22,Dato' DJ Dave,Menjelang Hari Raya,371426,2026-03-19,
23,Puan Sri Saloma,Selamat Hari Raya,369415,2026-03-19,
24,Naykilla,SO ASU,353311,2026-03-19,
25,"Daiyan Trisha, Alfie Zumi",Jom Raya,352834,2026-03-19,
26,De Fam,Alamak Raya Lagi!,352735,2026-03-19,
27,Taylor Swift,The Fate of Ophelia,350525,2026-03-19,
28,"Amira Othman, Irfan Haris",Bincang Raya,346652,2026-03-19,
29,Mamat,Ku Pohon Restu Ayah & Ibu,341477,2026-03-19,
30,Billie Eilish,WILDFLOWER,339591,2026-03-19,
31,DOLLA,Raya Raya Raya,336526,2026-03-19,
32,Datuk Sharifah Aini,Suasana Hari Raya,334282,2026-03-19,
33,Olivia Dean,So Easy (To Fall In Love),334108,2026-03-19,
34,Dato' Sudirman,Balik Kampung,316983,2026-03-19,
35,Nuca,"Masa ini, Nanti, dan Masa Indah Lainnya",316291,2026-03-19,
36,Azlina Aziz,Indahnya Beraya Di Desa,309287,2026-03-19,
37,Dato' Sri Siti Nurhaliza,Nazam Lebaran,306437,2026-03-19,
38,"Hael Husaini, Nadeera",Meriah Lain Macam,303085,2026-03-19,
39,"dia, INDAHKUS",MALU MALU,302734,2026-03-19,
40,"Dave, Tems",Raindance (feat. Tems),298298,2026-03-19,
41,"Silet Open Up, Jacson Seran, Juan Reza, Diva Aurel",TABOLA BALE,290850,2026-03-19,
42,"Lady Gaga, Bruno Mars",Die With A Smile,290186,2026-03-19,
43,Djo,End of Beginning,290091,2026-03-19,
44,Nadhif Basalamah,penjaga hati,288900,2026-03-19,
45,"Dato' Sri Aliff Syukri, Datin Sri Nur Shahida, Qadeejah, Ammar Ahyan",Mama Papa Raya,285244,2026-03-19,
46,Nyanyian Ramai,Warna Warni Aidilfitri,284374,2026-03-19,
47,Alpha,P Ramlee Saloma,284029,2026-03-19,
48,Noorkumalasari,Pulang Di Hari Raya,279516,2026-03-19,
49,"Nadhif Basalamah, Aziz Harun, Aisha Retno",kota ini tak sama tanpamu (with Aziz Harun & Aisha Retno),273572,2026-03-19,
50,Ravyn Lenae,Love Me Not,273461,2026-03-19,
51,Jin,Don’t Say You Love Me,273140,2026-03-19,
52,Bruno Mars,It Will Rain,270004,2026-03-19,
53,Daniel Caesar,Who Knows,266333,2026-03-19,
54,Cenderawasih,Bersama Di Hari Raya,263722,2026-03-19,
55,"Fourtwnty, Charita Utami",Mangu,257585,2026-03-19,
56,Billie Eilish,BIRDS OF A FEATHER,257256,2026-03-19,
57,"Zizan Razak, Wani Kayrie, Dinda Dania, MissAlvy",Nyam Nyam Ketupat,256516,2026-03-19,
58,Junainah M.Amin,Suasana Riang Di Hari Raya,248829,2026-03-19,
59,She & Him,I Thought I Saw Your Face Today,248227,2026-03-19,
60,Dato' Sri Siti Nurhaliza,Air Mata Syawal,247459,2026-03-19,
61,JENNIE,like JENNIE,246248,2026-03-19,
62,Hyper Act,Hanya Aku,245196,2026-03-19,
63,Datuk Ahmad Jais,Selamat Hari Raya,244668,2026-03-19,
64,Dato' Sudirman,Dari Jauh Kupohon Maaf,243132,2026-03-19,
65,"Iman Troye, Dato' Sri Aliff Syukri",Raya ya ya,242359,2026-03-19,
66,Sanisah Huri,Aidilfitri,240739,2026-03-19,
67,"Tenxi, Suisei, Jemsii",mejikuhibiniu,238548,2026-03-19,
68,Dayang Nurfaizah,Senyum Gugur Di Penghujung Doa,237892,2026-03-19,
69,The Script,The Man Who Can't Be Moved,237196,2026-03-19,
70,KATSEYE,Gabriela,236909,2026-03-19,
71,Hearts2Hearts,RUDE!,236130,2026-03-19,
72,Anggis Devaki,Dirimu Yang Dulu,235020,2026-03-19,
73,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",234625,2026-03-19,
74,Aman Shah,Kepulangan Yang Di Nanti,232206,2026-03-19,
75,Black Dog Bone,Cahaya Aidilfitri,230626,2026-03-19,
76,Rafeah Buang,Bila Takbir Bergema,230227,2026-03-19,
77,Madison Beer,bittersweet,226876,2026-03-19,
78,ALYPH,Ingat,225925,2026-03-19,
79,"IamNeeta, Najwa Latif, Mimie Haris, Deanna Hussin",Hari Raya,225473,2026-03-19,
80,"Akbar Chalay, Zynakal, ciloqciliq",Ngga Dulu,223995,2026-03-19,
81,Hafiz Suip,Bahagiamu Deritaku,223693,2026-03-19,
82,Khairil Johari Johar,Sepasang Kurung Biru,221127,2026-03-19,
83,"dia, Tenxi",SENCY,215883,2026-03-19,
84,Natasya Sabella,Menerima Luka,214383,2026-03-19,
85,Aina Abdul,Berkunjung Di Hari Raya,213171,2026-03-19,
86,"Naykilla, Tenxi, Jemsii",Kasih Aba Aba,210812,2026-03-19,
87,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,208529,2026-03-19,
88,Bruno Mars,Talking to the Moon,208172,2026-03-19,
89,Bruno Mars,When I Was Your Man,207727,2026-03-19,
90,Hael Husaini,Bersyukur Seadanya,205713,2026-03-19,
91,Dato' Sri Siti Nurhaliza,Anugerah Aidilfitri,205564,2026-03-19,
92,Alyah,Sesal Separuh Nyawa,202307,2026-03-19,
93,Bruno Mars,Locked out of Heaven,201862,2026-03-19,
94,De Fam,Pok Pek Raya,201725,2026-03-19,
95,"Tenxi, Naykilla, Jemsii",Garam & Madu (Sakit Dadaku),199531,2026-03-19,
96,"Tenxi, Jemsii",Bintang 5,199253,2026-03-19,
97,Gigi Perez,Sailor Song,196546,2026-03-19,
98,D’MASIV,Cinta Ini Membunuhku,195316,2026-03-19,
99,Dominic Fike,Babydoll,194530,2026-03-19,
